"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RNF185",0.0701508938417348,-0.282663947955718,0.094,0.12,1
"AC002558.3",0.0701613180076475,-0.519216026525696,0.027,0.042,1
"AMPD2",0.0701738444369221,-0.294566967543179,0.248,0.278,1
"TSPAN14",0.0701862532093157,-0.237198500050999,0.436,0.47,1
"CENPM",0.0701926483090055,-0.328234676283568,0.131,0.159,1
"ANKH",0.070260840004319,0.204716509978792,0.329,0.297,1
"NDUFA10",0.0702638065484208,-0.148805015296497,0.581,0.601,1
"AC021683.5",0.0702717193346253,-0.871272184963951,0.01,0.02,1
"CALCOCO1",0.0703230208644486,-0.226071014434405,0.319,0.355,1
"SPTY2D1",0.0704023268309164,-0.165559303661554,0.351,0.392,1
"PPP1R9A",0.0704569807632229,-0.846258726272396,0.039,0.056,1
"ARHGAP31",0.0705430214346726,0.163760298523763,0.226,0.193,1
"NBPF9",0.0705925764570943,0.378867489766113,0.134,0.111,1
"DDX6",0.0706063539405301,0.0668881409013711,0.87,0.849,1
"PPIL1",0.0707413016856655,-0.300243218085965,0.056,0.077,1
"AP1G2",0.0707580652428502,0.0656342248290191,0.623,0.592,1
"UFM1",0.070811273634997,-0.11103802179256,0.615,0.64,1
"AC116366.2",0.0708467026335525,-0.939194593558919,0.01,0.02,1
"MUC1",0.0708806449724028,-0.872140656171887,0.01,0.02,1
"SLC5A3",0.0708905315282023,-0.382486390727988,0.102,0.127,1
"FCHO1",0.0709996761535316,0.165477172736825,0.346,0.315,1
"STK38L",0.0710986623776163,-0.227317737222696,0.189,0.222,1
"TTLL1",0.071128715954921,-0.371675985576689,0.055,0.076,1
"RFPL2",0.0711291097839832,-0.941688900736826,0.007,0.016,1
"NOMO3",0.0712551289499998,0.875429680267634,0.028,0.017,1
"HIST1H1D",0.0713792905386466,-0.346065367454107,0.396,0.429,1
"ZCRB1",0.0713981293836742,-0.121108106962667,0.398,0.442,1
"TASP1",0.0715265564685287,0.173359579660783,0.329,0.298,1
"TCP11L1",0.0715502603436402,-0.194236400297475,0.085,0.11,1
