"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LITAF",8.81686507593485e-15,-0.382848739992947,0.882,0.921,3.22706078644291e-10,"0","LITAF"
"SMAP2",8.96325361832657e-15,0.294759122133259,0.952,0.9,3.28064045684371e-10,"0","SMAP2"
"CX3CR1",9.82860602335515e-15,-4.28777687481729,0.006,0.091,3.59736809060822e-10,"0","CX3CR1"
"RPL39",1.07397458650892e-14,0.145037265925382,1,0.998,3.93085438408129e-10,"0","RPL39"
"IL7R",1.15754803932462e-14,0.107784667928629,0.938,0.622,4.23674157873203e-10,"0","IL7R"
"PELI1",1.18034517150899e-14,0.298089433257301,0.832,0.729,4.32018136224005e-10,"0","PELI1"
"TSPAN3",1.18774324078795e-14,0.395536411859006,0.587,0.412,4.34725903560797e-10,"0","TSPAN3"
"S100A10",1.50322402436617e-14,-0.445063251176132,0.959,0.942,5.50195025158263e-10,"0","S100A10"
"ANGPTL1",1.63280406915351e-14,0.640454721006712,0.344,0.198,5.97622617350877e-10,"0","ANGPTL1"
"FGR",1.72135451629546e-14,-1.35970320306079,0.173,0.31,6.300329665093e-10,"0","FGR"
"FCHSD2",1.93606663427738e-14,0.324090884939953,0.721,0.555,7.08619748811863e-10,"0","FCHSD2"
"SNN",2.09231694718069e-14,0.545314871951128,0.498,0.332,7.65808925837603e-10,"0","SNN"
"CLIC1",2.20362687714343e-14,-0.408489307897008,0.969,0.973,8.06549473303267e-10,"0","CLIC1"
"MPST",2.22020313836816e-14,-1.20853078439463,0.107,0.241,8.12616550674131e-10,"0","MPST"
"PTPRC",2.46836255109719e-14,-0.25445046440479,0.999,0.996,9.03445377327081e-10,"0","PTPRC"
"RAC2",2.64871891252879e-14,-0.331679131388524,0.996,0.994,9.69457609174664e-10,"0","RAC2"
"LINC02384",2.91453311774254e-14,-1.67336524843823,0.061,0.176,1.06674826642495e-09,"0","LINC02384"
"CDKN1A",3.32286246776155e-14,0.526277196931587,0.592,0.451,1.2162008918254e-09,"0","CDKN1A"
"FLNA",3.47955648490387e-14,-0.411859801477967,0.914,0.919,1.27355246903967e-09,"0","FLNA"
"JUNB",3.70047367477949e-14,0.240822176192093,1,0.988,1.35441036970604e-09,"0","JUNB"
"CLIC3",4.00917702721266e-14,-2.16361116237918,0.038,0.143,1.4673988837301e-09,"0","CLIC3"
"CDK2AP2",4.02222608936e-14,-0.703537983268169,0.392,0.54,1.47217497096665e-09,"0","CDK2AP2"
"POU2F2",4.0510950102751e-14,0.261939785897352,0.795,0.625,1.48274128471079e-09,"0","POU2F2"
"UBC",4.61119607242784e-14,0.145561471835637,1,1,1.68774387446931e-09,"0","UBC"
"CYTOR",4.76608603155249e-14,-0.831487800680369,0.275,0.428,1.74443514840853e-09,"0","CYTOR"
"TRGV2",5.37180086220931e-14,-2.92479972948797,0.018,0.11,1.96613283357723e-09,"0","TRGV2"
"CHD7",5.50224387866637e-14,0.442999644957773,0.7,0.543,2.01387628203068e-09,"0","CHD7"
"LMAN2",5.67975861994319e-14,-0.595995288204465,0.594,0.697,2.07884845248541e-09,"0","LMAN2"
"RPL17",6.08061795981669e-14,0.134408096675281,1,0.998,2.2255669794725e-09,"0","RPL17"
"TPI1",6.13808516756464e-14,-0.371707674707074,0.86,0.908,2.24660055218033e-09,"0","TPI1"
"TRGV4",6.23742974963366e-14,-2.9870330283223,0.01,0.094,2.28296166266342e-09,"0","TRGV4"
"TSPAN33",6.92494083636314e-14,0.420725690538814,0.467,0.294,2.53459759551727e-09,"0","TSPAN33"
"CCL3",7.62295290717436e-14,-5.10060897822634,0.003,0.08,2.79007699355489e-09,"0","CCL3"
"RPL24",7.88512622927168e-14,0.124093032570491,1,0.999,2.88603505117573e-09,"0","RPL24"
"GAS7",8.82899406167843e-14,-1.62814215479546,0.073,0.19,3.23150011651492e-09,"0","GAS7"
"CD244",8.89484375845509e-14,-2.52043100380635,0.021,0.113,3.25560176403215e-09,"0","CD244"
"COPE",9.93142383712595e-14,-0.362244115889292,0.811,0.88,3.63500043862647e-09,"0","COPE"
"RAP1B",1.18607498168252e-13,-0.317168057325973,0.915,0.955,4.34115304045618e-09,"0","RAP1B"
"PKIG",1.20230471284074e-13,0.497651830505526,0.394,0.239,4.4005554794684e-09,"0","PKIG"
"PLP2",1.28981255968371e-13,0.324763556795567,0.939,0.864,4.72084294969834e-09,"0","PLP2"
"ARRB2",1.33599951851617e-13,-0.515681648752414,0.65,0.733,4.88989183772102e-09,"0","ARRB2"
"ZBTB20",1.47973249402337e-13,0.340399346493886,0.92,0.836,5.41596890137493e-09,"0","ZBTB20"
"RPL7A",1.51492255246878e-13,0.104818771522555,1,1,5.544768034291e-09,"0","RPL7A"
"RIC3",1.58957631672619e-13,0.561201677509937,0.523,0.389,5.81800827684954e-09,"0","RIC3"
"ENO1",1.65665922734969e-13,-0.402488753164198,0.852,0.886,6.06353843802259e-09,"0","ENO1"
"CFLAR",1.87103493620813e-13,-0.471293244883182,0.67,0.763,6.84817497001538e-09,"0","CFLAR"
"B2M",1.92700906015089e-13,-0.121572720153902,1,1,7.05304586105826e-09,"0","B2M"
"CBFA2T3",1.98229967984558e-13,0.604359564314698,0.315,0.177,7.2554150582028e-09,"0","CBFA2T3"
"CTSZ",2.01222133946679e-13,0.153152005096046,0.798,0.582,7.36493132458239e-09,"0","CTSZ"
"SLA2",2.06232241066741e-13,-1.35584468259967,0.109,0.232,7.5483062552838e-09,"0","SLA2"
"ATP5MF",2.08761451299045e-13,-0.470489417774649,0.722,0.792,7.64087787899634e-09,"0","ATP5MF"
"RPLP1",2.17635686718627e-13,0.120027772811916,1,1,7.96568376958847e-09,"0","RPLP1"
"MAPK8IP3",2.468631067397e-13,0.374025689541346,0.683,0.551,9.03543656977977e-09,"0","MAPK8IP3"
"ARPC5",2.47499801305857e-13,-0.631931301769986,0.684,0.753,9.05874022759567e-09,"0","ARPC5"
"OSTC",2.98812663917557e-13,-0.728132559837603,0.47,0.591,1.09368423120465e-08,"0","OSTC"
"ARPC5L",3.25141445049801e-13,-0.548819833861124,0.611,0.72,1.19005020302678e-08,"0","ARPC5L"
"WDR1",3.26139680009838e-13,-0.48538549922462,0.735,0.78,1.19370384280401e-08,"0","WDR1"
"MRPL10",5.18378660155366e-13,-0.794327753494961,0.316,0.455,1.89731773403466e-08,"0","MRPL10"
"CIITA",5.34212591439709e-13,0.387907459767692,0.482,0.304,1.95527150592848e-08,"0","CIITA"
"IFNGR2",5.77962187167946e-13,0.259990046051538,0.64,0.455,2.1153994012534e-08,"0","IFNGR2"
"TNFRSF13B",6.19973981646133e-13,0.156122380801803,0.551,0.343,2.26916677022301e-08,"0","TNFRSF13B"
"COX6B1",6.21800372323638e-13,-0.285981092207806,0.944,0.955,2.27585154274175e-08,"0","COX6B1"
"BCL2",6.54663698357105e-13,0.373802058582576,0.845,0.746,2.39613460235684e-08,"0","BCL2"
"ANXA2",7.40217187421911e-13,-0.62006391856411,0.698,0.774,2.70926892768293e-08,"0","ANXA2"
"SIPA1L3",7.61370016056139e-13,0.444427448032752,0.581,0.436,2.78669039576708e-08,"0","SIPA1L3"
"ARHGDIB",7.91357896158456e-13,-0.26068866948175,0.999,0.998,2.89644903572956e-08,"0","ARHGDIB"
"LARGE2",8.50185564249845e-13,0.746522937311914,0.272,0.15,3.11176418371086e-08,"0","LARGE2"
"SYPL1",9.42171565129164e-13,0.3897308615693,0.738,0.611,3.44844214552925e-08,"0","SYPL1"
"CRTAM",1.03892326578434e-12,-1.79545140160484,0.045,0.145,3.80256304509727e-08,"0","CRTAM"
"EEF1D",1.16858257293064e-12,0.135095897547965,1,1,4.27712907518344e-08,"0","EEF1D"
"RPL4",1.22094652613075e-12,0.138236360201312,1,1,4.46878638029117e-08,"0","RPL4"
"PRR5",1.25750981506107e-12,-0.767662981230575,0.248,0.395,4.60261167410502e-08,"0","PRR5"
"TSBP1-AS1",1.47282302617536e-12,0.871709357092391,0.197,0.096,5.39067955810444e-08,"0","TSBP1-AS1"
"PPP2R2B",1.84302990404904e-12,-1.34631345947882,0.086,0.199,6.74567375180988e-08,"0","PPP2R2B"
"HLA-A",2.01856151067701e-12,-0.12938839845729,1,1,7.38813698522893e-08,"0","HLA-A"
"PDE4B",2.10194461527862e-12,0.307808779892319,0.822,0.72,7.69332748638128e-08,"0","PDE4B"
"CD38",2.19388832578604e-12,-2.89928301541242,0.032,0.123,8.02985066120949e-08,"0","CD38"
"LY9",2.19851693502482e-12,0.39286451909858,0.777,0.7,8.04679183388435e-08,"0","LY9"
"HLA-C",2.34004387777864e-12,-0.154038222079888,1,1,8.5647945970576e-08,"0","HLA-C"
"CD300A",2.56202187666453e-12,-1.21977662703453,0.144,0.268,9.37725627077986e-08,"0","CD300A"
"COL19A1",2.60638271342492e-12,0.57651104076269,0.285,0.164,9.53962136940657e-08,"0","COL19A1"
"DDX24",2.61963107006491e-12,0.269656577119592,0.959,0.922,9.58811167954457e-08,"0","DDX24"
"CALM1",2.67348810090403e-12,-0.203878126578406,1,0.999,9.78523379811883e-08,"0","CALM1"
"MAP3K1",3.27240302072013e-12,0.357797669497558,0.795,0.684,1.19773222961377e-07,"0","MAP3K1"
"DUSP1",3.2844775703695e-12,0.206713854744735,1,0.983,1.20215163553094e-07,"0","DUSP1"
"TRG-AS1",3.82541759700485e-12,-1.01763083055894,0.203,0.332,1.40014109467975e-07,"0","TRG-AS1"
"BACH1",4.70134894383058e-12,0.365993620065161,0.666,0.522,1.72074072693143e-07,"0","BACH1"
"RPS21",5.16400449856342e-12,0.138138754266952,1,1,1.8900772865192e-07,"0","RPS21"
"ASCL2",5.64919164066822e-12,-2.57466649230597,0.021,0.103,2.06766063240097e-07,"0","ASCL2"
"ABRACL",6.08627899135393e-12,-0.588154858532326,0.549,0.645,2.22763897362545e-07,"0","ABRACL"
"DDOST",6.45081618116527e-12,-0.434458900632766,0.749,0.83,2.3610632304683e-07,"0","DDOST"
"PCBP3",6.4878792541666e-12,0.990037275567472,0.216,0.115,2.37462868581752e-07,"0","PCBP3"
"ELOB",6.77704539596826e-12,-0.27368301068103,0.915,0.945,2.48046638537834e-07,"0","ELOB"
"LINC01871",7.08415892430644e-12,-1.40423543012396,0.066,0.171,2.5928730078854e-07,"0","LINC01871"
"NR4A1",7.29797765467022e-12,0.56378820293589,0.58,0.45,2.67113280138585e-07,"0","NR4A1"
"TAP1",7.44028277115276e-12,-0.465976377531265,0.609,0.727,2.72321789706962e-07,"0","TAP1"
"TGFBR3",7.53392785539521e-12,-0.894175006577481,0.268,0.394,2.7574929343532e-07,"0","TGFBR3"
"ATP5MC3",7.81181328362286e-12,-0.368284654447044,0.846,0.9,2.8592017799388e-07,"0","ATP5MC3"
"PSMA7",8.4411957151003e-12,-0.318959884892042,0.87,0.912,3.08956204368386e-07,"0","PSMA7"
"GMFG",8.61976999961619e-12,-0.318255701377084,0.963,0.952,3.15492201755952e-07,"0","GMFG"
"SGCD",9.22105436061437e-12,-3.33180540475756,0.007,0.077,3.37499810652847e-07,"0","SGCD"
"CCL4L2",9.45087589097744e-12,-5.6355135553007,0.001,0.065,3.45911508485665e-07,"0","CCL4L2"
"S100A4",1.14069012952761e-11,-0.46501284535651,0.972,0.915,4.17503994308399e-07,"0","S100A4"
"PTPRE",1.21978015097459e-11,-1.10782300542477,0.168,0.295,4.46451733058211e-07,"0","PTPRE"
"COX6C",1.28028618787654e-11,-0.2726796650368,0.955,0.974,4.68597547624692e-07,"0","COX6C"
"MKNK2",1.36527738764669e-11,0.223024924169232,0.944,0.878,4.99705176652564e-07,"0","MKNK2"
"SRGN",1.39127894295519e-11,-0.422526966233426,0.948,0.902,5.09222005911027e-07,"0","SRGN"
"SEL1L3",1.46801447430841e-11,0.150856445301038,0.79,0.609,5.37307977741623e-07,"0","SEL1L3"
"PLEK",1.62804906603062e-11,-0.740523021115132,0.519,0.594,5.95882238657868e-07,"0","PLEK"
"SAV1",1.63002821384227e-11,0.729921261238882,0.337,0.219,5.96606626548409e-07,"0","SAV1"
"MYO1G",1.64605030022824e-11,-0.458005691981521,0.693,0.772,6.02470870386538e-07,"0","MYO1G"
"ZFAS1",1.83499919455722e-11,0.21865463588587,0.983,0.973,6.71628055199886e-07,"0","ZFAS1"
"F2R",1.96700393572026e-11,-1.68330908353653,0.051,0.145,7.19943110512972e-07,"0","F2R"
"SSBP4",2.31045695771619e-11,-0.365868309138098,0.77,0.835,8.45650351093704e-07,"0","SSBP4"
"TOMM7",2.57136186688899e-11,0.164479071644664,1,0.996,9.41144156900039e-07,"0","TOMM7"
"CD160",2.65295978744497e-11,-3.47974888379428,0.006,0.072,9.71009811802733e-07,"0","CD160"
"RPS26",2.79790456671432e-11,0.198842646201848,1,0.999,1.02406105046311e-06,"0","RPS26"
"RAB29",2.91615216743247e-11,-0.534226209442625,0.371,0.512,1.06734085480196e-06,"0","RAB29"
"ANK3",3.00359947655117e-11,0.479620310996873,0.609,0.492,1.0993474444125e-06,"0","ANK3"
"TSEN54",3.67430364901196e-11,-0.662351859195203,0.329,0.461,1.34483187857487e-06,"0","TSEN54"
"ZNF683",3.90613266566721e-11,-2.37097766979516,0.047,0.135,1.42968361696085e-06,"0","ZNF683"
"PHF1",4.1051756497116e-11,0.307914791204376,0.876,0.79,1.50253533955094e-06,"0","PHF1"
"POU2AF1",4.38363957806152e-11,0.105191625085074,0.598,0.386,1.6044559219663e-06,"0","POU2AF1"
"IL2RG",4.7283830662892e-11,-0.272083151067716,0.966,0.976,1.73063548609251e-06,"0","IL2RG"
"SEC61B",4.77130826067273e-11,-0.406465982380834,0.906,0.923,1.74634653648882e-06,"0","SEC61B"
"PRELID1",5.25782544733792e-11,-0.391018577356245,0.759,0.831,1.92441669198015e-06,"0","PRELID1"
"PSMB6",5.38520841374369e-11,-0.390185215747142,0.69,0.781,1.97104013151433e-06,"0","PSMB6"
"CYB561A3",5.66137034485671e-11,0.223841912636471,0.649,0.498,2.072118159921e-06,"0","CYB561A3"
"H3F3B",5.72092224899049e-11,0.169234921825397,1,1,2.09391475235301e-06,"0","H3F3B"
"REL",5.82222769989647e-11,0.220530083350614,0.927,0.845,2.13099356043911e-06,"0","REL"
"DDX21",5.88416161171429e-11,0.272716047794156,0.915,0.873,2.15366199150355e-06,"0","DDX21"
"RPS27",5.96442468096175e-11,0.139655894750694,1,1,2.18303907747881e-06,"0","RPS27"
"CST3",6.1900058737934e-11,-6.68394991089196,0.014,0.084,2.26560404986712e-06,"0","CST3"
"UVRAG",6.67576785637354e-11,0.249433123233233,0.803,0.677,2.44339779311128e-06,"0","UVRAG"
"PPP2R5C",6.97569001832316e-11,-0.478801480461934,0.808,0.828,2.55317230360646e-06,"0","PPP2R5C"
"RPL36",7.03226856186957e-11,0.115548081158691,1,1,2.57388061632988e-06,"0","RPL36"
"RACK1",7.45600753089628e-11,0.104635465076727,1,0.999,2.72897331638335e-06,"0","RACK1"
"FAM30A",7.58343838371002e-11,0.308753776330538,0.341,0.21,2.77561428282171e-06,"0","FAM30A"
"IFITM2",7.60066526860406e-11,-0.508266710405402,0.925,0.905,2.78191949496177e-06,"0","IFITM2"
"TNFSF9",8.26977240136991e-11,0.614590919198883,0.358,0.232,3.0268193966254e-06,"0","TNFSF9"
"CD63",8.42575094998095e-11,-0.609429319899846,0.539,0.629,3.08390910520253e-06,"0","CD63"
"BTG1",8.69747706501531e-11,0.17127782510891,1,0.996,3.18336358056625e-06,"0","BTG1"
"POLR2L",8.72192435301084e-11,-0.38670350946703,0.724,0.801,3.1923115324455e-06,"0","POLR2L"
"CHST12",8.84030210246577e-11,-0.731888879839797,0.244,0.373,3.2356389725235e-06,"0","CHST12"
"INPP5A",9.37058785387845e-11,0.499059402590173,0.399,0.275,3.42972886039805e-06,"0","INPP5A"
"ATP5IF1",9.44646612808596e-11,-0.337480008504365,0.825,0.869,3.45750106754074e-06,"0","ATP5IF1"
"KDM6B",9.64181809209603e-11,0.334166731821237,0.819,0.684,3.52900183988807e-06,"0","KDM6B"
"APOL6",9.70757290497622e-11,-0.748444069700625,0.279,0.407,3.55306875895035e-06,"0","APOL6"
"IL6",9.9776239180406e-11,1.15310246791717,0.138,0.063,3.65191013024204e-06,"0","IL6"
"MT1E",1.05704895967646e-10,-2.17417162768537,0.028,0.107,3.86890489731182e-06,"0","MT1E"
"NCR1",1.20675949274405e-10,-3.40710113459382,0.006,0.068,4.4168604193925e-06,"0","NCR1"
"PALM2-AKAP2",1.20677278637559e-10,0.426872306111811,0.523,0.378,4.4169090754133e-06,"0","PALM2-AKAP2"
"GRK3",1.22698393814044e-10,0.515279052151067,0.32,0.196,4.49088391198784e-06,"0","GRK3"
"GNAI2",1.2394999980876e-10,-0.254077264369179,0.975,0.989,4.53669394300044e-06,"0","GNAI2"
"AC120193.1",1.42840996385947e-10,0.67434022293728,0.281,0.169,5.22812330872206e-06,"0","AC120193.1"
"TWF2",1.44774443190267e-10,-0.562992537514507,0.496,0.601,5.29888939520695e-06,"0","TWF2"
"YES1",1.45426954316648e-10,-0.985152156185073,0.137,0.251,5.32277195494362e-06,"0","YES1"
"PRDM2",1.49462238622889e-10,0.149968247349497,0.897,0.781,5.47046739583636e-06,"0","PRDM2"
"ATP5MG",1.58413833458725e-10,-0.194340319749776,0.996,0.997,5.79810471842279e-06,"0","ATP5MG"
"GUK1",1.62578843156807e-10,-0.264098279670684,0.934,0.956,5.95054823838228e-06,"0","GUK1"
"LYAR",1.64654160201637e-10,-0.667878663061439,0.439,0.54,6.02650691754011e-06,"0","LYAR"
"ITGA4",1.68208694770459e-10,-0.399010844990788,0.786,0.83,6.15660643729356e-06,"0","ITGA4"
"CYBA",1.71606659444805e-10,-0.230457642325396,1,0.999,6.28097534233931e-06,"0","CYBA"
"REEP5",1.78770628023187e-10,-0.475071501448999,0.568,0.663,6.54318375627668e-06,"0","REEP5"
"MGAT5",1.86490056043858e-10,0.471564458280344,0.559,0.43,6.82572254126126e-06,"0","MGAT5"
"PSMB9",1.98623815269097e-10,-0.278857018435338,0.904,0.917,7.26983026266423e-06,"0","PSMB9"
"PARP14",2.06198181252281e-10,0.31365580652892,0.628,0.485,7.54705963201472e-06,"0","PARP14"
"EIF1B",2.09534668855774e-10,0.296881058325223,0.859,0.797,7.66917841479018e-06,"0","EIF1B"
"NCAM1",2.14454493190027e-10,-4.90188439640345,0.001,0.058,7.84924890524818e-06,"0","NCAM1"
"BIRC3",2.20378687752195e-10,0.374199106573399,0.704,0.582,8.06608035041809e-06,"0","BIRC3"
"PLD4",2.23758853126773e-10,0.239685306600641,0.372,0.231,8.18979778329303e-06,"0","PLD4"
"ID2",2.26320591246052e-10,-0.678714728089543,0.522,0.602,8.28355996019675e-06,"0","ID2"
"GLRX",2.43930573185421e-10,-0.691766185673317,0.291,0.419,8.92810290915961e-06,"0","GLRX"
"CHCHD10",2.47997058772383e-10,0.197687877164985,0.884,0.787,9.076940348128e-06,"0","CHCHD10"
"TIGIT",2.50087835950519e-10,-1.21403670741016,0.12,0.226,9.15346488362495e-06,"0","TIGIT"
"SUB1",2.62678005235962e-10,-0.476989886216011,0.968,0.978,9.61427766964146e-06,"0","SUB1"
"SF1",2.62837037002432e-10,0.172234436445107,0.992,0.989,9.62009839132602e-06,"0","SF1"
"A2M",2.80372613751515e-10,-1.43609674751172,0.054,0.142,1.02619180359192e-05,"0","A2M"
"CALM2",3.11808229117539e-10,-0.232631320756201,0.948,0.955,1.14124929939311e-05,"0","CALM2"
"CEP78",3.1590199262292e-10,-1.06700885508261,0.148,0.257,1.15623288319915e-05,"0","CEP78"
"ODC1",3.26708506622219e-10,0.20475065719054,0.953,0.901,1.19578580508799e-05,"0","ODC1"
"RPL26",3.35347804429388e-10,0.100192833274285,1,1,1.227406498992e-05,"0","RPL26"
"JAM3",3.36161678465887e-10,0.80755361520591,0.281,0.175,1.23038535935299e-05,"0","JAM3"
"UBE2E2",3.37472142310415e-10,0.39116450919371,0.447,0.305,1.23518178807035e-05,"0","UBE2E2"
"BRK1",3.39621444561204e-10,-0.388102063846248,0.763,0.816,1.24304844923846e-05,"0","BRK1"
"AP2S1",3.44954735268733e-10,-0.532901013383781,0.52,0.615,1.26256882655709e-05,"0","AP2S1"
"ZFP36L1",3.52055877498608e-10,0.256306866431757,0.972,0.92,1.28855971723266e-05,"0","ZFP36L1"
"VAMP8",3.57664086214874e-10,-0.37622225608434,0.715,0.779,1.30908632195506e-05,"0","VAMP8"
"HNRNPA0",3.73617075378875e-10,0.200437153149666,0.987,0.971,1.36747585759422e-05,"0","HNRNPA0"
"MALAT1",3.94825600051661e-10,0.182307560234451,1,1,1.44510117874909e-05,"0","MALAT1"
"SLC2A3",4.12562709059949e-10,0.211808126503456,0.969,0.917,1.51002077143032e-05,"0","SLC2A3"
"PRDM4",4.32277917458508e-10,0.502078866734376,0.446,0.316,1.58218040568988e-05,"0","PRDM4"
"MANBA",4.37988755475335e-10,0.35121986760792,0.602,0.466,1.60308264391527e-05,"0","MANBA"
"SH2D2A",4.53101223718207e-10,-0.833587979436792,0.291,0.395,1.65839578893101e-05,"0","SH2D2A"
"SLC25A20",4.67192417398627e-10,-1.4108195179473,0.049,0.136,1.70997096692072e-05,"0","SLC25A20"
"GNG2",4.70476577280501e-10,-0.295719163289849,0.821,0.879,1.72199132050436e-05,"0","GNG2"
"FOSB",5.00929710827647e-10,0.251437336739581,0.935,0.893,1.83345283460027e-05,"0","FOSB"
"VAMP5",5.07147355286727e-10,-0.599021895335933,0.368,0.493,1.85621003508495e-05,"0","VAMP5"
"ARL4A",5.11749939665036e-10,0.316457743406186,0.752,0.668,1.873055954168e-05,"0","ARL4A"
"ATP5MPL",5.18117028874172e-10,-0.333397787198377,0.735,0.801,1.89636013738236e-05,"0","ATP5MPL"
"WDR83OS",5.74791225765303e-10,-0.364969318135971,0.77,0.829,2.10379336542359e-05,"0","WDR83OS"
"CIRBP",5.84754299290307e-10,0.168430227049676,1,0.999,2.14025921083245e-05,"0","CIRBP"
"FCRL2",5.90645474996504e-10,0.320759782789326,0.33,0.203,2.16182150303471e-05,"0","FCRL2"
"PDGFD",5.99721084437828e-10,-2.54799942787439,0.013,0.076,2.19503914115089e-05,"0","PDGFD"
"ABI3",6.12422977829023e-10,-1.16866495174702,0.104,0.205,2.24152934115201e-05,"0","ABI3"
"CEBPD",6.15013499503939e-10,-2.5010853686332,0.048,0.131,2.25101090953437e-05,"0","CEBPD"
"PPP1R18",6.2513320546834e-10,-0.509862001839485,0.594,0.683,2.28805004533467e-05,"0","PPP1R18"
"PYHIN1",7.03970709679874e-10,-0.845429154643521,0.295,0.405,2.57660319449931e-05,"0","PYHIN1"
"TRIO",7.81435412426007e-10,0.343222607458746,0.487,0.334,2.86013175302043e-05,"0","TRIO"
"PRR5L",8.0541972189168e-10,-1.58367390732959,0.041,0.12,2.94791672409574e-05,"0","PRR5L"
"WIPF1",8.07365726907455e-10,-0.288478048318257,0.858,0.907,2.95503929705398e-05,"0","WIPF1"
"CAPNS1",8.32724032095257e-10,-0.345891891516599,0.791,0.849,3.04785322987185e-05,"0","CAPNS1"
"PAWR",9.11221642989926e-10,0.442192958894835,0.331,0.208,3.33516233550743e-05,"0","PAWR"
"SMCHD1",9.34203706261162e-10,0.234209612819197,0.982,0.96,3.41927898528648e-05,"0","SMCHD1"
"CLEC2B",9.64075002155088e-10,-0.490520215957059,0.652,0.712,3.52861091538784e-05,"0","CLEC2B"
"RAB11FIP1",9.72572381717364e-10,0.219509085004311,0.711,0.56,3.55971217432372e-05,"0","RAB11FIP1"
"KLRC3",9.99630761335904e-10,-3.02416636533325,0.008,0.068,3.65874854956554e-05,"0","KLRC3"
"NDUFB2",1.00282383768231e-09,-0.318792591834306,0.798,0.871,3.67043552830103e-05,"0","NDUFB2"
"NDUFC2",1.1608620495099e-09,-0.413711025073778,0.653,0.74,4.24887118741119e-05,"0","NDUFC2"
"RCAN3",1.16403839597951e-09,0.256880166114155,0.722,0.568,4.2604969331246e-05,"0","RCAN3"
"PCLAF",1.20191307143836e-09,-4.39244137161123,0.004,0.059,4.39912203277156e-05,"0","PCLAF"
"TLE5",1.21718387445642e-09,-0.205261473228583,0.999,0.993,4.45501469889795e-05,"0","TLE5"
"NR4A2",1.33984112262234e-09,0.292724971122714,0.962,0.92,4.90395249291002e-05,"0","NR4A2"
"C4orf48",1.38360281679502e-09,-0.4838052842524,0.471,0.588,5.06412466975146e-05,"0","C4orf48"
"CKLF",1.40007237062328e-09,-0.525581891767952,0.457,0.569,5.12440488371826e-05,"0","CKLF"
"SELENOM",1.40324301089312e-09,0.398322620503779,0.584,0.457,5.13600974416989e-05,"0","SELENOM"
"RPL38",1.43310722682269e-09,0.148048853500083,0.999,0.996,5.24531576089373e-05,"0","RPL38"
"IL2RB",1.44843967160939e-09,-1.0876807855111,0.257,0.37,5.30143404205751e-05,"0","IL2RB"
"PRKCE",1.46722675203875e-09,0.410650915033949,0.523,0.403,5.37019663513704e-05,"0","PRKCE"
"TUFM",1.55172860292028e-09,-0.306276766195333,0.817,0.859,5.67948185954851e-05,"0","TUFM"
"CPNE1",1.55777631631029e-09,-0.499491359923477,0.522,0.623,5.7016170953273e-05,"0","CPNE1"
"ZYX",1.66463806650801e-09,-0.497352292406615,0.725,0.768,6.09274178722597e-05,"0","ZYX"
"KIR3DL1",1.68451073357448e-09,-5.32398454253794,0,0.049,6.16547773595596e-05,"0","KIR3DL1"
"ATP5F1C",1.69255406638988e-09,-0.366340450208159,0.709,0.772,6.19491713839359e-05,"0","ATP5F1C"
"PPIA",1.76393652211671e-09,-0.227080318837949,1,0.999,6.45618406459937e-05,"0","PPIA"
"AURKAIP1",1.81206603649197e-09,-0.370226437689754,0.663,0.744,6.63234290016427e-05,"0","AURKAIP1"
